"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","num_apples","Input.utterance","Answer.choice-1.camping","Answer.choice-1.mall","Answer.choice-1.movies","Answer.choice-1.park","answerno","answeryes","Answer.choice-3.1","Answer.choice-3.2","Answer.choice-3.3","Answer.choice-3.4","Answer.choice-3.5","Answer.choice-3.6","Answer.choice-3.7","Answer.comment-1","Approve","Reject"
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","308Q0PEVB8D4TRL5722LK9RHKCW9I2","AKTPX8XVONC0D","Approved","Tue Jul 16 12:31:37 PDT 2019","Tue Jul 16 12:31:54 PDT 2019","Tue Jul 16 14:31:54 PDT 2019","Tue Jul 16 14:32:29 PDT 2019","","","17","100% (4/4)","100% (4/4)","100% (4/4)","2","""I think you need more apples.""","true","false","false","false","true","false","false","false","false","false","false","true","false",""
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","34FNN24DCM97I4YY8UB7UHG3OZ55Y7","A3M3VYUAE03CWA","Approved","Tue Jul 16 11:54:32 PDT 2019","Tue Jul 16 11:56:25 PDT 2019","Tue Jul 16 13:56:25 PDT 2019","Tue Jul 16 13:56:30 PDT 2019","","","113","100% (6/6)","100% (6/6)","100% (6/6)","2","""I think you need more apples.""","true","false","false","false","true","false","false","false","false","false","false","true","false",""
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","369J354OFDA3FHDCJ7Z6FNNZFY76G7","A1OML7O65N02L3","Approved","Tue Jul 16 15:02:33 PDT 2019","Tue Jul 16 15:03:17 PDT 2019","Tue Jul 16 17:03:17 PDT 2019","Tue Jul 16 17:03:30 PDT 2019","","","44","100% (1/1)","100% (1/1)","100% (1/1)","2","""I think you need more apples.""","true","false","false","false","true","false","false","false","false","false","false","true","false",""
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","3CTOC39K37QWAJHIANP1IEFB21I7JL","AB7FCO8X423HV","Approved","Tue Jul 16 11:24:44 PDT 2019","Tue Jul 16 11:25:01 PDT 2019","Tue Jul 16 13:25:01 PDT 2019","Tue Jul 16 13:25:30 PDT 2019","","","17","100% (6/6)","100% (6/6)","100% (6/6)","2","""I think you need more apples.""","true","false","false","false","true","false","true","false","false","false","false","false","false",""
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","3DL65MZB8DFUBKQMN3ML1KUXY4HCE2","A1TKLF1NJOEN3C","Approved","Tue Jul 16 11:31:13 PDT 2019","Tue Jul 16 11:31:32 PDT 2019","Tue Jul 16 13:31:32 PDT 2019","Tue Jul 16 13:32:29 PDT 2019","","","19","100% (6/6)","100% (6/6)","100% (6/6)","2","""I think you need more apples.""","true","false","false","false","true","false","false","false","true","false","false","false","false",""
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","3DR23U6WE5EBX1SX9PHBQUU1MQSETY","AA0FF7MPGLUL","Approved","Tue Jul 16 12:37:35 PDT 2019","Tue Jul 16 12:37:49 PDT 2019","Tue Jul 16 14:37:49 PDT 2019","Tue Jul 16 14:38:29 PDT 2019","","","14","100% (6/6)","100% (6/6)","100% (6/6)","2","""I think you need more apples.""","true","false","false","false","true","false","false","false","false","false","true","false","false",""
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","3EQHHY4HQSS7WDDYEOP1NH9ZJ2ZG52","A32IH90XD0CKFF","Approved","Tue Jul 16 11:05:21 PDT 2019","Tue Jul 16 11:05:37 PDT 2019","Tue Jul 16 13:05:37 PDT 2019","Tue Jul 16 13:06:29 PDT 2019","","","16","100% (6/6)","100% (6/6)","100% (6/6)","2","""I think you need more apples.""","true","false","false","false","true","false","false","false","false","false","false","false","true",""
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","3IO1LGZLK9XOM27U09NINA61RF4863","A2EJOI2VIRMIR","Approved","Tue Jul 16 11:23:47 PDT 2019","Tue Jul 16 11:24:53 PDT 2019","Tue Jul 16 13:24:53 PDT 2019","Tue Jul 16 13:25:29 PDT 2019","","","66","100% (6/6)","100% (6/6)","100% (6/6)","2","""I think you need more apples.""","true","false","false","false","true","false","false","false","false","false","false","false","true",""
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","3J2UYBXQQLC64D2R55A3UV0J8HM608","A3SR623DI0TH4","Approved","Tue Jul 16 16:06:49 PDT 2019","Tue Jul 16 16:07:21 PDT 2019","Tue Jul 16 18:07:21 PDT 2019","Tue Jul 16 18:07:32 PDT 2019","","","32","100% (1/1)","100% (1/1)","100% (1/1)","2","""I think you need more apples.""","true","false","false","false","true","false","false","true","false","false","false","false","false",""
"3IV1AEQ4DRDXNDO7UQC67UFHNPQ8JA","3CZ46AGKHNOAZ4QRXWKA5NQOMXYMO3","Linguistic judgments about sarcasm","Answer questions about an interaction between two people","language,irony,sarcasm,scientific study,figurative language","$0.05","Tue Jul 16 10:13:02 PDT 2019","20","BatchId:3706534;OriginalHitTemplateId:928390828;","600","7200","Fri Jul 19 10:13:02 PDT 2019","","","3K5TEWLKGVB2QYY8A37HCRGEB3EVI1","A1RFZDD1LMS3IQ","Approved","Tue Jul 16 10:13:49 PDT 2019","Tue Jul 16 10:14:42 PDT 2019","Tue Jul 16 12:14:42 PDT 2019","Tue Jul 16 12:15:29 PDT 2019","","","53","100% (6/6)","100% (6/6)","100% (6/6)","2","""I think you need more apples.""","true","false","false","false","true","false","false","true","false","false","false","false","false",""
